"s","nationality","birthYear"
"http://fr.dbpedia.org/resource/Florian_Schwarthoff","http://fr.dbpedia.org/resource/Allemagne",1968
"http://fr.dbpedia.org/resource/Folke_Zettervall","http://fr.dbpedia.org/resource/Suède",1862
"http://fr.dbpedia.org/resource/Francesc_Berenguer_i_Mestres","http://fr.dbpedia.org/resource/Espagne",1866
"http://fr.dbpedia.org/resource/Francesco_Fontana_(architecte)","http://fr.dbpedia.org/resource/Italie",1668
"http://fr.dbpedia.org/resource/Francesco_Laparelli","http://fr.dbpedia.org/resource/Italiens",1521
"http://fr.dbpedia.org/resource/Francesco_Saverio_Cavallari","http://fr.dbpedia.org/resource/Royaume_d'Italie_(1861-1946)",1809
"http://fr.dbpedia.org/resource/Francesco_Solimena","http://fr.dbpedia.org/resource/Italie",1657
"http://fr.dbpedia.org/resource/Francesco_Tadolini","http://fr.dbpedia.org/resource/Italiens",1723
"http://fr.dbpedia.org/resource/Francis_Metzger","http://fr.dbpedia.org/resource/Belgique",1957
"http://fr.dbpedia.org/resource/Francis_Soler","http://fr.dbpedia.org/resource/Nationalité_française",1949
"http://fr.dbpedia.org/resource/Franjo_Jenč","http://fr.dbpedia.org/resource/Autriche-Hongrie",1867
"http://fr.dbpedia.org/resource/Frank_Gehry","http://fr.dbpedia.org/resource/Canada",1929
"http://fr.dbpedia.org/resource/Frank_Gehry","http://fr.dbpedia.org/resource/États-Unis",1929
"http://fr.dbpedia.org/resource/Frank_Lloyd_Wright","http://fr.dbpedia.org/resource/États-Unis",1867
"http://fr.dbpedia.org/resource/Frans_Anatolius_Sjöström","http://fr.dbpedia.org/resource/Grand-duché_de_Finlande",1840
"http://fr.dbpedia.org/resource/Frans_Ludvig_Calonius","http://fr.dbpedia.org/resource/Finlande",1833
"http://fr.dbpedia.org/resource/Franz_Schwechten","http://fr.dbpedia.org/resource/Allemagne",1841
"http://fr.dbpedia.org/resource/Franz_Szivatz","http://fr.dbpedia.org/resource/Autriche",1925
"http://fr.dbpedia.org/resource/Franz_Tilley","http://fr.dbpedia.org/resource/Belgique",1872
"http://fr.dbpedia.org/resource/Franz_von_Stuck","http://fr.dbpedia.org/resource/République_de_Weimar",1863
"http://fr.dbpedia.org/resource/François-Alexis_Cendrier","http://fr.dbpedia.org/resource/France",1803
"http://fr.dbpedia.org/resource/François-Auguste_Cheussey","http://fr.dbpedia.org/resource/France",1781
"http://fr.dbpedia.org/resource/François-Henri_Laenen","http://fr.dbpedia.org/resource/Belgique",1801
"http://fr.dbpedia.org/resource/François-Joseph_Bélanger","http://fr.dbpedia.org/resource/France",1744
"http://fr.dbpedia.org/resource/François-Joseph_Dewandre","http://fr.dbpedia.org/resource/Principauté_de_Liège",1758
"http://fr.dbpedia.org/resource/François_Anus","http://fr.dbpedia.org/resource/France",1897
"http://fr.dbpedia.org/resource/François_Chatillon_(architecte)","http://fr.dbpedia.org/resource/France",1961
"http://fr.dbpedia.org/resource/François_Deslaugiers","http://fr.dbpedia.org/resource/France",1934
"http://fr.dbpedia.org/resource/François_Dulac","http://fr.dbpedia.org/resource/France",1834
"http://fr.dbpedia.org/resource/François_Garas","http://fr.dbpedia.org/resource/France",1866
"http://fr.dbpedia.org/resource/François_Genéty","http://fr.dbpedia.org/resource/France",1838
"http://fr.dbpedia.org/resource/François_Grivet","http://fr.dbpedia.org/resource/France",1825
"http://fr.dbpedia.org/resource/François_Guéroult","http://fr.dbpedia.org/resource/France",1745
"http://fr.dbpedia.org/resource/François_Hemelsoet","http://fr.dbpedia.org/resource/Belgique",1875
"http://fr.dbpedia.org/resource/François_Pascalon","http://fr.dbpedia.org/resource/France",1803
"http://fr.dbpedia.org/resource/François_Romain","http://fr.dbpedia.org/resource/Pays-Bas_méridionaux",1647
"http://fr.dbpedia.org/resource/Fredrik_Wilhelm_Scholander","http://fr.dbpedia.org/resource/Suède",1816
"http://fr.dbpedia.org/resource/Frieda_Brepoels","http://fr.dbpedia.org/resource/Belgique",1955
"http://fr.dbpedia.org/resource/Friedensreich_Hundertwasser","http://fr.dbpedia.org/resource/Autriche",1928
"http://fr.dbpedia.org/resource/Friedrich_Guggenberger","http://fr.dbpedia.org/resource/Allemagne",1915
"http://fr.dbpedia.org/resource/Friedrich_Ohmann","http://fr.dbpedia.org/resource/Autriche",1858
"http://fr.dbpedia.org/resource/Frigyes_Spiegel","http://fr.dbpedia.org/resource/Hongrie",1866
"http://fr.dbpedia.org/resource/Fritz_Mögle","http://fr.dbpedia.org/resource/Autriche",1916
"http://fr.dbpedia.org/resource/Frédéric_Giniez","http://fr.dbpedia.org/resource/France",1813
"http://fr.dbpedia.org/resource/Félix_Candela","http://fr.dbpedia.org/resource/Espagne",1910
"http://fr.dbpedia.org/resource/Félix_Candela","http://fr.dbpedia.org/resource/Mexique",1910
"http://fr.dbpedia.org/resource/Gabriel_Davioud","http://fr.dbpedia.org/resource/France",1823
"http://fr.dbpedia.org/resource/Gabriel_Davioud","http://fr.dbpedia.org/resource/France",1824
"http://fr.dbpedia.org/resource/Gae_Aulenti","http://fr.dbpedia.org/resource/Italie",1927
"http://fr.dbpedia.org/resource/Galileo_Chini","http://fr.dbpedia.org/resource/Italie",1873
"http://fr.dbpedia.org/resource/Gaston_Eysselinck","http://fr.dbpedia.org/resource/Belgique",1907
"http://fr.dbpedia.org/resource/Gaston_Lelarge","http://fr.dbpedia.org/resource/France",1861
"http://fr.dbpedia.org/resource/Gaston_Rapin","http://fr.dbpedia.org/resource/France",1874
"http://fr.dbpedia.org/resource/Gaëlle_Péneau","http://fr.dbpedia.org/resource/France",1952
"http://fr.dbpedia.org/resource/Georg_Theodor_Chiewitz","http://fr.dbpedia.org/resource/Suède",1815
"http://fr.dbpedia.org/resource/Georg_Wasastjerna","http://fr.dbpedia.org/resource/Finlande",1865
"http://fr.dbpedia.org/resource/Georg_Weidenbach","http://fr.dbpedia.org/resource/Allemagne",1853
"http://fr.dbpedia.org/resource/George_Edmund_Street","http://fr.dbpedia.org/resource/Royaume-Uni",1824
"http://fr.dbpedia.org/resource/George_Gilbert_Scott","http://fr.dbpedia.org/resource/Angleterre",1811
"http://fr.dbpedia.org/resource/George_Washington_Donaghey","http://fr.dbpedia.org/resource/États-Unis",1856
"http://fr.dbpedia.org/resource/Georges_Lisch","http://fr.dbpedia.org/resource/France",1869
"http://fr.dbpedia.org/resource/Gerhard_Hanappi","http://fr.dbpedia.org/resource/Autriche",1929
"http://fr.dbpedia.org/resource/Gert_Wingårdh","http://fr.dbpedia.org/resource/Suède",1951
"http://fr.dbpedia.org/resource/Gian_Domenico_Vinaccia","http://fr.dbpedia.org/resource/Italie",1625
"http://fr.dbpedia.org/resource/Gilles_Perraudin","http://fr.dbpedia.org/resource/Nationalité_française",1949
"http://fr.dbpedia.org/resource/Gillis_Grafström","http://fr.dbpedia.org/resource/Suède",1893
"http://fr.dbpedia.org/resource/Giorgio_Vasari","http://fr.dbpedia.org/resource/Grand-duché_de_Toscane",1511
"http://fr.dbpedia.org/resource/Giovanni_Antolini","http://fr.dbpedia.org/resource/Italie",1753
"http://fr.dbpedia.org/resource/Giovanni_da_Udine","http://fr.dbpedia.org/resource/Italie",1487
"http://fr.dbpedia.org/resource/Giraud_Sannier","http://fr.dbpedia.org/resource/France",1721
"http://fr.dbpedia.org/resource/Giuseppe_Castellucci","http://fr.dbpedia.org/resource/Italie",1863
"http://fr.dbpedia.org/resource/Giuseppe_Marco_Bernardazzi","http://fr.dbpedia.org/resource/Suisse",1788
"http://fr.dbpedia.org/resource/Glenn_Murcutt","http://fr.dbpedia.org/resource/Australie",1936
"http://fr.dbpedia.org/resource/Goldsworthy_Gurney","http://fr.dbpedia.org/resource/Angleterre",1793
"http://fr.dbpedia.org/resource/Gordon_Bunshaft","http://fr.dbpedia.org/resource/États-Unis",1909
"http://fr.dbpedia.org/resource/Gorō_Miyazaki","http://fr.dbpedia.org/resource/Japon",1967
"http://fr.dbpedia.org/resource/Graham_Stuart_(homme_politique)","http://fr.dbpedia.org/resource/Royaume-Uni",1962
"http://fr.dbpedia.org/resource/Gueorgui_Deliev","http://fr.dbpedia.org/resource/Ukraine",1960
"http://fr.dbpedia.org/resource/Guillaume_Gontard","http://fr.dbpedia.org/resource/France",1971
"http://fr.dbpedia.org/resource/Gunnar_Asplund","http://fr.dbpedia.org/resource/Suède",1885
"http://fr.dbpedia.org/resource/Gunnar_Wahlroos","http://fr.dbpedia.org/resource/Finlande",1890
"http://fr.dbpedia.org/resource/Gustaf_Estlander","http://fr.dbpedia.org/resource/Finlande",1876
"http://fr.dbpedia.org/resource/Gustaf_Nyström","http://fr.dbpedia.org/resource/Finlande",1856
"http://fr.dbpedia.org/resource/Gustav_Friedrich_Hetsch","http://fr.dbpedia.org/resource/Danemark",1755
"http://fr.dbpedia.org/resource/Gustave_Oberthür","http://fr.dbpedia.org/resource/France",1872
"http://fr.dbpedia.org/resource/Guy_Rey-Millet","http://fr.dbpedia.org/resource/France",1929
"http://fr.dbpedia.org/resource/Gyula_Pártos","http://fr.dbpedia.org/resource/Hongrie",1845
"http://fr.dbpedia.org/resource/Gyula_Rochlitz","http://fr.dbpedia.org/resource/Royaume_de_Hongrie",1825
"http://fr.dbpedia.org/resource/Gérard_Onesta","http://fr.dbpedia.org/resource/France",1960
"http://fr.dbpedia.org/resource/Göran_Josuæ_Adelcrantz","http://fr.dbpedia.org/resource/Suède",1668
"http://fr.dbpedia.org/resource/Hakon_Ahlberg","http://fr.dbpedia.org/resource/Suède",1891
"http://fr.dbpedia.org/resource/Hampus_Dalström","http://fr.dbpedia.org/resource/Finlande",1829
"http://fr.dbpedia.org/resource/Hans_E._Deutsch","http://fr.dbpedia.org/resource/Suisse",1927
"http://fr.dbpedia.org/resource/Hans_Hollein","http://fr.dbpedia.org/resource/Autriche",1934
"http://fr.dbpedia.org/resource/Hans_Kammler","http://fr.dbpedia.org/resource/Allemands",1901
"http://fr.dbpedia.org/resource/Hans_Rouc","http://fr.dbpedia.org/resource/Autriche",1893
"http://fr.dbpedia.org/resource/Hans_Ruedi_Giger","http://fr.dbpedia.org/resource/Suisse",1940
"http://fr.dbpedia.org/resource/Harold_Marshall","http://fr.dbpedia.org/resource/Nouvelle-Zélande",1931
"http://fr.dbpedia.org/resource/Harwood_K._Smith","http://fr.dbpedia.org/resource/États-Unis",1913
"http://fr.dbpedia.org/resource/Hector_Horeau","http://fr.dbpedia.org/resource/France",1801
"http://fr.dbpedia.org/resource/Hector_d'Espouy","http://fr.dbpedia.org/resource/France",1854
"http://fr.dbpedia.org/resource/Heinrich_Tessenow","http://fr.dbpedia.org/resource/Allemagne",1876
"http://fr.dbpedia.org/resource/Helgo_Zettervall","http://fr.dbpedia.org/resource/Suède",1831
"http://fr.dbpedia.org/resource/Helmer_Stenros","http://fr.dbpedia.org/resource/Finlande",1929
"http://fr.dbpedia.org/resource/Henri-Théodore_Driollet","http://fr.dbpedia.org/resource/Nationalité_française",1805
"http://fr.dbpedia.org/resource/Henri_Adé","http://fr.dbpedia.org/resource/Français",1865
"http://fr.dbpedia.org/resource/Henri_Alexis_Brialmont","http://fr.dbpedia.org/resource/Belgique",1821
"http://fr.dbpedia.org/resource/Henri_Bard","http://fr.dbpedia.org/resource/France",1892
"http://fr.dbpedia.org/resource/Henri_Chomette_(architecte)","http://fr.dbpedia.org/resource/France",1921
"http://fr.dbpedia.org/resource/Henri_Dubouillon","http://fr.dbpedia.org/resource/France",1887
"http://fr.dbpedia.org/resource/Henri_Duphot","http://fr.dbpedia.org/resource/France",1810
"http://fr.dbpedia.org/resource/Henri_Dupuy_de_Lôme","http://fr.dbpedia.org/resource/France",1816
"http://fr.dbpedia.org/resource/Henri_Feuga","http://fr.dbpedia.org/resource/France",1819
"http://fr.dbpedia.org/resource/Henri_Fouquet_(architecte)","http://fr.dbpedia.org/resource/Belgique",1825
"http://fr.dbpedia.org/resource/Henri_Labrouste","http://fr.dbpedia.org/resource/France",1801
"http://fr.dbpedia.org/resource/Henri_Pacon","http://fr.dbpedia.org/resource/France",1882
"http://fr.dbpedia.org/resource/Henri_Parmentier","http://fr.dbpedia.org/resource/France",1871
"http://fr.dbpedia.org/resource/Henri_Sauvage","http://fr.dbpedia.org/resource/France",1873
"http://fr.dbpedia.org/resource/Henri_Van_Dievoet","http://fr.dbpedia.org/resource/Nationalité_belge",1869
"http://fr.dbpedia.org/resource/Henri_Vidal_(architecte)","http://fr.dbpedia.org/resource/France",1895
"http://fr.dbpedia.org/resource/Henrik_Böhm","http://fr.dbpedia.org/resource/Hongrois",1867
"http://fr.dbpedia.org/resource/Henry_Bernard","http://fr.dbpedia.org/resource/France",1912
"http://fr.dbpedia.org/resource/Henry_Clutton","http://fr.dbpedia.org/resource/Royaume-Uni",1819
"http://fr.dbpedia.org/resource/Henry_Holland","http://fr.dbpedia.org/resource/Royaume-Uni",1745
"http://fr.dbpedia.org/resource/Hermann_Billing","http://fr.dbpedia.org/resource/Allemagne",1867
"http://fr.dbpedia.org/resource/Hermann_Eberhard_Pflaume","http://fr.dbpedia.org/resource/Allemand",1869
"http://fr.dbpedia.org/resource/Hermann_Eggert","http://fr.dbpedia.org/resource/Allemagne",1844
"http://fr.dbpedia.org/resource/Hilding_Ekelund","http://fr.dbpedia.org/resource/Finlande",1893
"http://fr.dbpedia.org/resource/Hippolyte_Béziers-Lafosse","http://fr.dbpedia.org/resource/Nationalité_française",1814
"http://fr.dbpedia.org/resource/Hiroshi_Teshigahara","http://fr.dbpedia.org/resource/Japon",1927
"http://fr.dbpedia.org/resource/Homayoun_Ershadi","http://fr.dbpedia.org/resource/Iran",1947
"http://fr.dbpedia.org/resource/Hovannès_Katchaznouni","http://fr.dbpedia.org/resource/Arménie",1868
"http://fr.dbpedia.org/resource/Hrvoje_Šarinić","http://fr.dbpedia.org/resource/Croatie",1935
"http://fr.dbpedia.org/resource/Hugo_Ehrlich","http://fr.dbpedia.org/resource/Croatie",1879
"http://fr.dbpedia.org/resource/Hugo_Porta","http://fr.dbpedia.org/resource/Argentine",1951
"http://fr.dbpedia.org/resource/Hugo_Simberg","http://fr.dbpedia.org/resource/Finlande",1873
"http://fr.dbpedia.org/resource/Hugues_Quenin","http://fr.dbpedia.org/resource/France",1808
"http://fr.dbpedia.org/resource/Hyacinthe_Devondel","http://fr.dbpedia.org/resource/Belgique",1909
"http://fr.dbpedia.org/resource/Hyacinthe_Perrin","http://fr.dbpedia.org/resource/France",1877
"http://fr.dbpedia.org/resource/Ieoh_Ming_Pei","http://fr.dbpedia.org/resource/États-Unis",1917
"http://fr.dbpedia.org/resource/Ignác_Alpár","http://fr.dbpedia.org/resource/Hongrois",1855
"http://fr.dbpedia.org/resource/Iikka_Martas","http://fr.dbpedia.org/resource/Finlande",1909
"http://fr.dbpedia.org/resource/Ilia_Maximov","http://fr.dbpedia.org/resource/Russie",1970
"http://fr.dbpedia.org/resource/Ilmari_Launis","http://fr.dbpedia.org/resource/Finlande",1881
"http://fr.dbpedia.org/resource/Imre_Henszlmann","http://fr.dbpedia.org/resource/Hongrie",1813
"http://fr.dbpedia.org/resource/Imre_Steindl","http://fr.dbpedia.org/resource/Hongrois",1839
"http://fr.dbpedia.org/resource/Ion_Mincu","http://fr.dbpedia.org/resource/Roumanie",1852
"http://fr.dbpedia.org/resource/Irwin_Chanin","http://fr.dbpedia.org/resource/États-Unis",1891
"http://fr.dbpedia.org/resource/Isaac_Menyoli","http://fr.dbpedia.org/resource/Cameroun",1972
"http://fr.dbpedia.org/resource/Isabelle_Stanislas","http://fr.dbpedia.org/resource/France",1970
"http://fr.dbpedia.org/resource/Ivan_Antić","http://fr.dbpedia.org/resource/Serbie",1923
"http://fr.dbpedia.org/resource/Ivan_Fomine","http://fr.dbpedia.org/resource/Union_des_républiques_socialistes_soviétiques",1872
"http://fr.dbpedia.org/resource/Ivan_Joltovski","http://fr.dbpedia.org/resource/Union_des_républiques_socialistes_soviétiques",1867
"http://fr.dbpedia.org/resource/Ivar_Tengbom","http://fr.dbpedia.org/resource/Suède",1878
"http://fr.dbpedia.org/resource/Iwan_Baan","http://fr.dbpedia.org/resource/Pays-Bas",1975
"http://fr.dbpedia.org/resource/Jaakko_Kuorikoski","http://fr.dbpedia.org/resource/Finlande",1807
"http://fr.dbpedia.org/resource/Jacob_van_Rijs","http://fr.dbpedia.org/resource/Pays-Bas",1965
"http://fr.dbpedia.org/resource/Jacopo_Barozzi_da_Vignola","http://fr.dbpedia.org/resource/Italie",1507
"http://fr.dbpedia.org/resource/Jacques-Guillaume_Legrand","http://fr.dbpedia.org/resource/France",1753
"http://fr.dbpedia.org/resource/Jacques-Pascal_Virebent","http://fr.dbpedia.org/resource/France",1746
"http://fr.dbpedia.org/resource/Jacques-Pierre_Gisors","http://fr.dbpedia.org/resource/France",1755
"http://fr.dbpedia.org/resource/Jacques_Gréber","http://fr.dbpedia.org/resource/France",1882
"http://fr.dbpedia.org/resource/Jacques_Henri-Labourdette","http://fr.dbpedia.org/resource/France",1915
"http://fr.dbpedia.org/resource/Jacques_Hermant","http://fr.dbpedia.org/resource/France",1855
"http://fr.dbpedia.org/resource/Jacques_Moulin_(architecte)","http://fr.dbpedia.org/resource/France",1954
"http://fr.dbpedia.org/resource/Jacques_Rougerie_(architecte)","http://fr.dbpedia.org/resource/France",1945
"http://fr.dbpedia.org/resource/Jacques_Wybauw","http://fr.dbpedia.org/resource/Belgique",1925
"http://fr.dbpedia.org/resource/Jamal_Lamiri_Alaoui","http://fr.dbpedia.org/resource/Maroc",1954
"http://fr.dbpedia.org/resource/James_Dolena","http://fr.dbpedia.org/resource/Russie",1888
"http://fr.dbpedia.org/resource/James_Dolena","http://fr.dbpedia.org/resource/États-Unis",1888
"http://fr.dbpedia.org/resource/James_Herbert_MacNair","http://fr.dbpedia.org/resource/Royaume-Uni",1868
"http://fr.dbpedia.org/resource/James_Stirling_(architecte)","http://fr.dbpedia.org/resource/Royaume-Uni",1926
"http://fr.dbpedia.org/resource/Jan_Gehl","http://fr.dbpedia.org/resource/Danemark",1936
"http://fr.dbpedia.org/resource/Jarl_Eklund","http://fr.dbpedia.org/resource/Finlande",1876
"http://fr.dbpedia.org/resource/Jean-Amédée_Gibert","http://fr.dbpedia.org/resource/France",1869
"http://fr.dbpedia.org/resource/Jean-Amédée_Savoye","http://fr.dbpedia.org/resource/France",1804
"http://fr.dbpedia.org/resource/Jean-Augustin_Renard","http://fr.dbpedia.org/resource/France",1744
"http://fr.dbpedia.org/resource/Jean-Baptiste_Bethune","http://fr.dbpedia.org/resource/Belgique",1821
"http://fr.dbpedia.org/resource/Jean-Baptiste_Bouchardon","http://fr.dbpedia.org/resource/France",1667
"http://fr.dbpedia.org/resource/Jean-Baptiste_Dulac","http://fr.dbpedia.org/resource/Nationalité_française",1822
"http://fr.dbpedia.org/resource/Jean-Baptiste_Kléber","http://fr.dbpedia.org/resource/Alsace",1753
"http://fr.dbpedia.org/resource/Jean-Baptiste_Kléber","http://fr.dbpedia.org/resource/France",1753
"http://fr.dbpedia.org/resource/Jean-Baptiste_Pigny","http://fr.dbpedia.org/resource/France",1821
"http://fr.dbpedia.org/resource/Jean-Baptiste_Vermay","http://fr.dbpedia.org/resource/France",1786
"http://fr.dbpedia.org/resource/Jean-Bernard-Abraham_Jacquemin","http://fr.dbpedia.org/resource/France",1756
"http://fr.dbpedia.org/resource/Jean-Claude_Jamot","http://fr.dbpedia.org/resource/France",1833
"http://fr.dbpedia.org/resource/Jean-Claude_Marsan","http://fr.dbpedia.org/resource/Canada",1938
"http://fr.dbpedia.org/resource/Jean-Eugène_Fromageau","http://fr.dbpedia.org/resource/France",1822
"http://fr.dbpedia.org/resource/Jean-Gabriel_Mortamet","http://fr.dbpedia.org/resource/France",1930
"http://fr.dbpedia.org/resource/Jean-Jacques_Herbulot","http://fr.dbpedia.org/resource/France",1909
"http://fr.dbpedia.org/resource/Jean-Jacques_Huvé","http://fr.dbpedia.org/resource/France",1742
"http://fr.dbpedia.org/resource/Jean-Jacques_Martinet","http://fr.dbpedia.org/resource/France",1680
"http://fr.dbpedia.org/resource/Jean-Joseph_Kapeller","http://fr.dbpedia.org/resource/France",1706
"http://fr.dbpedia.org/resource/Jean-Louis_Victor_Grisart","http://fr.dbpedia.org/resource/France",1797
"http://fr.dbpedia.org/resource/Jean-Marc_Lamunière","http://fr.dbpedia.org/resource/Suisse",1925
"http://fr.dbpedia.org/resource/Jean-Marie-Anselme_Lablatinière","http://fr.dbpedia.org/resource/France",1829
"http://fr.dbpedia.org/resource/Jean-Marie_Duthilleul","http://fr.dbpedia.org/resource/France",1952
"http://fr.dbpedia.org/resource/Jean-Marie_Lacrampe","http://fr.dbpedia.org/resource/France",1855
"http://fr.dbpedia.org/resource/Jean-Marie_Pollet","http://fr.dbpedia.org/resource/France",1795
"http://fr.dbpedia.org/resource/Jean-Marie_Valentin","http://fr.dbpedia.org/resource/France",1823
"http://fr.dbpedia.org/resource/Jean-Michel_Dalgabio","http://fr.dbpedia.org/resource/France",1788
"http://fr.dbpedia.org/resource/Jean-Michel_Wilmotte","http://fr.dbpedia.org/resource/France",1948
"http://fr.dbpedia.org/resource/Jean-Nicolas_Trouille","http://fr.dbpedia.org/resource/France",1752
"http://fr.dbpedia.org/resource/Jean-Paul-Auguste-Anthelme_Jumelin","http://fr.dbpedia.org/resource/France",1818
"http://fr.dbpedia.org/resource/Jean-Paul_Viguier","http://fr.dbpedia.org/resource/France",1946
"http://fr.dbpedia.org/resource/Jean-Pierre_Garreau","http://fr.dbpedia.org/resource/France",1803
"http://fr.dbpedia.org/resource/Jean-Pierre_Paquet","http://fr.dbpedia.org/resource/France",1907
"http://fr.dbpedia.org/resource/Jean-Pierre_Vouga","http://fr.dbpedia.org/resource/Suisse",1907
"http://fr.dbpedia.org/resource/Jean_Boussard","http://fr.dbpedia.org/resource/France",1844
"http://fr.dbpedia.org/resource/Jean_Bréasson","http://fr.dbpedia.org/resource/France",1848
"http://fr.dbpedia.org/resource/Jean_Burkhalter","http://fr.dbpedia.org/resource/France",1895
"http://fr.dbpedia.org/resource/Jean_Duthilleul","http://fr.dbpedia.org/resource/France",1913
"http://fr.dbpedia.org/resource/Jean_Eric_Rehn","http://fr.dbpedia.org/resource/Suède",1717
"http://fr.dbpedia.org/resource/Jean_François_Authier","http://fr.dbpedia.org/resource/France",1966
"http://fr.dbpedia.org/resource/Jean_Montariol","http://fr.dbpedia.org/resource/France",1892
"http://fr.dbpedia.org/resource/Jean_Valette_(architecte)","http://fr.dbpedia.org/resource/France",1876
"http://fr.dbpedia.org/resource/Jean_Walter","http://fr.dbpedia.org/resource/France",1883
"http://fr.dbpedia.org/resource/Jean_Wik","http://fr.dbpedia.org/resource/Finlande",1804
"http://fr.dbpedia.org/resource/Jean_de_Gastines","http://fr.dbpedia.org/resource/France",1957
"http://fr.dbpedia.org/resource/Jean_de_Médicis_(1567-1621)","http://fr.dbpedia.org/resource/Italie",1567
"http://fr.dbpedia.org/resource/Jeanne_Scelles-Millie","http://fr.dbpedia.org/resource/France",1900
"http://fr.dbpedia.org/resource/Jelisaveta_Načić","http://fr.dbpedia.org/resource/Serbie",1878
"http://fr.dbpedia.org/resource/Jerzy_Główczewski","http://fr.dbpedia.org/resource/Pologne",1922
"http://fr.dbpedia.org/resource/Joanny_Farfouillon","http://fr.dbpedia.org/resource/France",1823
"http://fr.dbpedia.org/resource/Joaquín_Rucoba","http://fr.dbpedia.org/resource/Espagne",1844
"http://fr.dbpedia.org/resource/Johan_Martin_Quist","http://fr.dbpedia.org/resource/Danemark",1755
"http://fr.dbpedia.org/resource/Johan_Sigfrid_Sirén","http://fr.dbpedia.org/resource/Finlande",1889
"http://fr.dbpedia.org/resource/Johann_Georg_Stengg","http://fr.dbpedia.org/resource/Autriche",1689
"http://fr.dbpedia.org/resource/John_M._Johansen","http://fr.dbpedia.org/resource/États-Unis",1916
"http://fr.dbpedia.org/resource/John_Martin","http://fr.dbpedia.org/resource/Royaume-Uni",1789
"http://fr.dbpedia.org/resource/John_Meehan","http://fr.dbpedia.org/resource/États-Unis",1902
"http://fr.dbpedia.org/resource/John_Trumbull","http://fr.dbpedia.org/resource/États-Unis",1756
"http://fr.dbpedia.org/resource/John_W._Brunius","http://fr.dbpedia.org/resource/Suède",1884
"http://fr.dbpedia.org/resource/John_Wolfe-Barry","http://fr.dbpedia.org/resource/Angleterre",1836
"http://fr.dbpedia.org/resource/Jorma_Järvi","http://fr.dbpedia.org/resource/Finlande",1908
"http://fr.dbpedia.org/resource/Josef_Hackhofer","http://fr.dbpedia.org/resource/Autriche",1863
"http://fr.dbpedia.org/resource/Josef_Maria_Olbrich","http://fr.dbpedia.org/resource/Autriche-Hongrie",1867
"http://fr.dbpedia.org/resource/Josef_Stübben","http://fr.dbpedia.org/resource/Allemagne",1845
"http://fr.dbpedia.org/resource/Joseph-Adolphe_Thiac","http://fr.dbpedia.org/resource/France",1800
"http://fr.dbpedia.org/resource/Joseph-Auguste_Lafollye","http://fr.dbpedia.org/resource/France",1828
"http://fr.dbpedia.org/resource/Joseph-Étienne_Malaval","http://fr.dbpedia.org/resource/France",1842
"http://fr.dbpedia.org/resource/Joseph_Clugnet","http://fr.dbpedia.org/resource/France",1854
"http://fr.dbpedia.org/resource/Joseph_Forest","http://fr.dbpedia.org/resource/France",1806
"http://fr.dbpedia.org/resource/Joseph_Gire","http://fr.dbpedia.org/resource/France",1872
"http://fr.dbpedia.org/resource/Joseph_Kornhäusel","http://fr.dbpedia.org/resource/Autriche",1782
"http://fr.dbpedia.org/resource/Joseph_Léopold_Saget","http://fr.dbpedia.org/resource/France",1748
"http://fr.dbpedia.org/resource/Joseph_Malahieude","http://fr.dbpedia.org/resource/France",1900
"http://fr.dbpedia.org/resource/Joseph_Poelaert","http://fr.dbpedia.org/resource/Belgique",1817
"http://fr.dbpedia.org/resource/Joseph_Sansbœuf","http://fr.dbpedia.org/resource/France",1848
"http://fr.dbpedia.org/resource/Joseph_Schadde","http://fr.dbpedia.org/resource/Belgique",1818
"http://fr.dbpedia.org/resource/Joseph_Stany_Gauthier","http://fr.dbpedia.org/resource/France",1883
"http://fr.dbpedia.org/resource/Joseph_Thillet","http://fr.dbpedia.org/resource/France",1850
"http://fr.dbpedia.org/resource/Joseph_Van_Neck","http://fr.dbpedia.org/resource/Belgique",1880
"http://fr.dbpedia.org/resource/Joseph_Viérin","http://fr.dbpedia.org/resource/Belgique",1872
"http://fr.dbpedia.org/resource/Jouko_Ylihannu","http://fr.dbpedia.org/resource/Finlande",1912
"http://fr.dbpedia.org/resource/Jovan_Ilkić","http://fr.dbpedia.org/resource/Serbie",1857
"http://fr.dbpedia.org/resource/Juha_Leiviskä","http://fr.dbpedia.org/resource/Finlande",1936
"http://fr.dbpedia.org/resource/Jules_Bourgoin","http://fr.dbpedia.org/resource/France",1838
"http://fr.dbpedia.org/resource/Jules_Brunfaut","http://fr.dbpedia.org/resource/Nationalité_belge",1852
"http://fr.dbpedia.org/resource/Jules_Mellet","http://fr.dbpedia.org/resource/France",1846
"http://fr.dbpedia.org/resource/Jules_de_Mérindol","http://fr.dbpedia.org/resource/France",1814
"http://fr.dbpedia.org/resource/Julius_Basilier","http://fr.dbpedia.org/resource/Finlande",1834
"http://fr.dbpedia.org/resource/Julius_von_Borsody","http://fr.dbpedia.org/resource/Autriche",1892
"http://fr.dbpedia.org/resource/Juste_Lisch","http://fr.dbpedia.org/resource/France",1828
"http://fr.dbpedia.org/resource/János_Feketeházy","http://fr.dbpedia.org/resource/Hongrie",1842
"http://fr.dbpedia.org/resource/Jørgen_Hansen_Koch","http://fr.dbpedia.org/resource/Danemark",1787
"http://fr.dbpedia.org/resource/Jānis_Alksnis","http://fr.dbpedia.org/resource/Lettons",1869
