"s","nationality","birthYear"
"http://fr.dbpedia.org/resource/Jānis_Frīdrihs_Baumanis","http://fr.dbpedia.org/resource/Empire_russe",1834
"http://fr.dbpedia.org/resource/Kaarlo_Borg","http://fr.dbpedia.org/resource/Finlande",1888
"http://fr.dbpedia.org/resource/Karel_Pařík","http://fr.dbpedia.org/resource/Tchèques",1857
"http://fr.dbpedia.org/resource/Karl_August_Wrede","http://fr.dbpedia.org/resource/Finlande",1859
"http://fr.dbpedia.org/resource/Karl_Bischoff","http://fr.dbpedia.org/resource/Allemagne",1897
"http://fr.dbpedia.org/resource/Karl_Burman_(senior)","http://fr.dbpedia.org/resource/Estonie",1882
"http://fr.dbpedia.org/resource/Karl_Friedrich_Schinkel","http://fr.dbpedia.org/resource/Prusse",1781
"http://fr.dbpedia.org/resource/Karl_Hård_af_Segerstad","http://fr.dbpedia.org/resource/Finlande",1873
"http://fr.dbpedia.org/resource/Karmenu_Vella","http://fr.dbpedia.org/resource/Malte",1950
"http://fr.dbpedia.org/resource/Karo_Halabyan","http://fr.dbpedia.org/resource/Union_des_républiques_socialistes_soviétiques",1897
"http://fr.dbpedia.org/resource/Katherine_Stinson","http://fr.dbpedia.org/resource/États-Unis",1891
"http://fr.dbpedia.org/resource/Kauno_Kallio","http://fr.dbpedia.org/resource/Finlande",1877
"http://fr.dbpedia.org/resource/Kazuyo_Sejima","http://fr.dbpedia.org/resource/Japon",1956
"http://fr.dbpedia.org/resource/Keijo_Petäjä","http://fr.dbpedia.org/resource/Finlande",1919
"http://fr.dbpedia.org/resource/Ken_Anderson_(animateur)","http://fr.dbpedia.org/resource/États-Unis",1909
"http://fr.dbpedia.org/resource/Keye_Luke","http://fr.dbpedia.org/resource/Chine",1904
"http://fr.dbpedia.org/resource/Keye_Luke","http://fr.dbpedia.org/resource/États-Unis",1904
"http://fr.dbpedia.org/resource/Knud_Agger","http://fr.dbpedia.org/resource/Danemark",1895
"http://fr.dbpedia.org/resource/Koloman_Moser","http://fr.dbpedia.org/resource/Autrichiens",1868
"http://fr.dbpedia.org/resource/Konstantin_Jovanović","http://fr.dbpedia.org/resource/Serbie",1849
"http://fr.dbpedia.org/resource/Konstantinos_Apostolos_Doxiadis","http://fr.dbpedia.org/resource/Grèce",1914
"http://fr.dbpedia.org/resource/Konstantīns_Pēkšēns","http://fr.dbpedia.org/resource/Lettons",1859
"http://fr.dbpedia.org/resource/Kornél_Pajor","http://fr.dbpedia.org/resource/Hongrie",1923
"http://fr.dbpedia.org/resource/Krzysztof_Pruszkowski","http://fr.dbpedia.org/resource/France",1943
"http://fr.dbpedia.org/resource/Krzysztof_Pruszkowski","http://fr.dbpedia.org/resource/Pologne",1943
"http://fr.dbpedia.org/resource/Ksenia_Milicevic","http://fr.dbpedia.org/resource/France",1942
"http://fr.dbpedia.org/resource/Kurt_Klaudy","http://fr.dbpedia.org/resource/Autriche",1905
"http://fr.dbpedia.org/resource/Kálmán_Giergl","http://fr.dbpedia.org/resource/Hongrie",1863
"http://fr.dbpedia.org/resource/Käpy_Paavilainen","http://fr.dbpedia.org/resource/Finlande",1947
"http://fr.dbpedia.org/resource/Lars_Israel_Wahlman","http://fr.dbpedia.org/resource/Suède",1870
"http://fr.dbpedia.org/resource/Laurent_Vianay","http://fr.dbpedia.org/resource/France",1843
"http://fr.dbpedia.org/resource/Laurent_de_Dignoscyo","http://fr.dbpedia.org/resource/Français",1795
"http://fr.dbpedia.org/resource/Lauri_Silvennoinen_(architecte)","http://fr.dbpedia.org/resource/Finlande",1921
"http://fr.dbpedia.org/resource/Lazar_Lissitzky","http://fr.dbpedia.org/resource/Soviétiques",1890
"http://fr.dbpedia.org/resource/Le_Van_Bo","http://fr.dbpedia.org/resource/Allemagne",1977
"http://fr.dbpedia.org/resource/Lennart_Skoglund","http://fr.dbpedia.org/resource/Suède",1929
"http://fr.dbpedia.org/resource/Leonor_Martín","http://fr.dbpedia.org/resource/Espagne",1989
"http://fr.dbpedia.org/resource/Leopold_Ernst","http://fr.dbpedia.org/resource/Autriche",1808
"http://fr.dbpedia.org/resource/Lewis_Cubitt","http://fr.dbpedia.org/resource/Royaume-Uni",1799
"http://fr.dbpedia.org/resource/Liviu_Ciulei","http://fr.dbpedia.org/resource/Roumanie",1923
"http://fr.dbpedia.org/resource/Logi_Már_Einarsson","http://fr.dbpedia.org/resource/Islande",1964
"http://fr.dbpedia.org/resource/Lois_Welzenbacher","http://fr.dbpedia.org/resource/Autriche",1889
"http://fr.dbpedia.org/resource/Louis-Antoine-Maurice_Bresson","http://fr.dbpedia.org/resource/France",1817
"http://fr.dbpedia.org/resource/Louis-Charles_Ledru","http://fr.dbpedia.org/resource/France",1778
"http://fr.dbpedia.org/resource/Louis-François_Roux","http://fr.dbpedia.org/resource/France",1838
"http://fr.dbpedia.org/resource/Louis-Jules_Bouchot","http://fr.dbpedia.org/resource/France",1817
"http://fr.dbpedia.org/resource/Louis-Pierre_Baltard","http://fr.dbpedia.org/resource/France",1764
"http://fr.dbpedia.org/resource/Louis-Étienne_Journoud","http://fr.dbpedia.org/resource/France",1828
"http://fr.dbpedia.org/resource/Louis_Arretche","http://fr.dbpedia.org/resource/France",1905
"http://fr.dbpedia.org/resource/Louis_Bachoud","http://fr.dbpedia.org/resource/France",1935
"http://fr.dbpedia.org/resource/Louis_Bonnier","http://fr.dbpedia.org/resource/France",1856
"http://fr.dbpedia.org/resource/Louis_Combes_(architecte)","http://fr.dbpedia.org/resource/France",1757
"http://fr.dbpedia.org/resource/Louis_Cécile_Flacheron","http://fr.dbpedia.org/resource/France",1772
"http://fr.dbpedia.org/resource/Louis_Dunski","http://fr.dbpedia.org/resource/Russie",1829
"http://fr.dbpedia.org/resource/Louis_Favre_(ingénieur)","http://fr.dbpedia.org/resource/Suisse",1826
"http://fr.dbpedia.org/resource/Louis_Gillet_(architecte)","http://fr.dbpedia.org/resource/France",1848
"http://fr.dbpedia.org/resource/Louis_Henri_Georges_Scellier_de_Gisors","http://fr.dbpedia.org/resource/France",1844
"http://fr.dbpedia.org/resource/Louis_Kahn_(architecte)","http://fr.dbpedia.org/resource/États-Unis",1901
"http://fr.dbpedia.org/resource/Louis_Perrier_(architecte_et_homme_politique)","http://fr.dbpedia.org/resource/Suisse",1849
"http://fr.dbpedia.org/resource/Louis_Rogniat","http://fr.dbpedia.org/resource/France",1852
"http://fr.dbpedia.org/resource/Louis_Sainsaulieu","http://fr.dbpedia.org/resource/Nationalité_française",1901
"http://fr.dbpedia.org/resource/Louis_Spaak","http://fr.dbpedia.org/resource/Belgique",1804
"http://fr.dbpedia.org/resource/Louis_Spangenberg","http://fr.dbpedia.org/resource/Allemagne",1824
"http://fr.dbpedia.org/resource/Louis_Tarchier","http://fr.dbpedia.org/resource/France",1830
"http://fr.dbpedia.org/resource/Louis_Thérèse_David_de_Pénanrun","http://fr.dbpedia.org/resource/France",1831
"http://fr.dbpedia.org/resource/Louis_Visconti","http://fr.dbpedia.org/resource/Nationalité_française",1791
"http://fr.dbpedia.org/resource/Louis_de_la_Censerie","http://fr.dbpedia.org/resource/Belgique",1838
"http://fr.dbpedia.org/resource/Ludovico_Quaroni","http://fr.dbpedia.org/resource/Italie",1911
"http://fr.dbpedia.org/resource/Ludwig_Mies_van_der_Rohe","http://fr.dbpedia.org/resource/Allemagne",1886
"http://fr.dbpedia.org/resource/Luis_Barragán","http://fr.dbpedia.org/resource/Mexique",1902
"http://fr.dbpedia.org/resource/Luis_Trenker","http://fr.dbpedia.org/resource/Autriche",1892
"http://fr.dbpedia.org/resource/Luis_Trenker","http://fr.dbpedia.org/resource/Italie",1892
"http://fr.dbpedia.org/resource/Lynn_Chadwick","http://fr.dbpedia.org/resource/Royaume-Uni",1914
"http://fr.dbpedia.org/resource/Léo_Drouyn","http://fr.dbpedia.org/resource/France",1816
"http://fr.dbpedia.org/resource/Léon_Charvet","http://fr.dbpedia.org/resource/France",1830
"http://fr.dbpedia.org/resource/Léon_Daures","http://fr.dbpedia.org/resource/Nationalité_française",1877
"http://fr.dbpedia.org/resource/Léon_Delune","http://fr.dbpedia.org/resource/Belgique",1862
"http://fr.dbpedia.org/resource/Léonard_Racle","http://fr.dbpedia.org/resource/France",1736
"http://fr.dbpedia.org/resource/Léonce_Reynaud","http://fr.dbpedia.org/resource/France",1803
"http://fr.dbpedia.org/resource/Léopold_Valentin","http://fr.dbpedia.org/resource/France",1835
"http://fr.dbpedia.org/resource/Magnus_Schjerfbeck","http://fr.dbpedia.org/resource/Finlande",1860
"http://fr.dbpedia.org/resource/Montgomery_C._Meigs","http://fr.dbpedia.org/resource/États-Unis",1816
"http://fr.dbpedia.org/resource/Mourad_Zemali","http://fr.dbpedia.org/resource/Algérie",1961
"http://fr.dbpedia.org/resource/Mustafa_Akıncı","http://fr.dbpedia.org/resource/Chypre_du_Nord",1947
"http://fr.dbpedia.org/resource/Namadi_Sambo","http://fr.dbpedia.org/resource/Nigeria",1954
"http://fr.dbpedia.org/resource/Nasrine_Seraji","http://fr.dbpedia.org/resource/France",1957
"http://fr.dbpedia.org/resource/Nasrine_Seraji","http://fr.dbpedia.org/resource/Royaume-Uni",1957
"http://fr.dbpedia.org/resource/Nasrine_Seraji","http://fr.dbpedia.org/resource/Iranienne",1957
"http://fr.dbpedia.org/resource/Nathalie_Maillet","http://fr.dbpedia.org/resource/France",1970
"http://fr.dbpedia.org/resource/Nathalie_de_Vries","http://fr.dbpedia.org/resource/Pays-Bas",1965
"http://fr.dbpedia.org/resource/Neil_Breen","http://fr.dbpedia.org/resource/États-Unis",1958
"http://fr.dbpedia.org/resource/Nico_de_Wolf","http://fr.dbpedia.org/resource/Pays-Bas",1887
"http://fr.dbpedia.org/resource/Nikola_Nestorović","http://fr.dbpedia.org/resource/Serbie",1858
"http://fr.dbpedia.org/resource/Nikolai_von_Glehn","http://fr.dbpedia.org/resource/Russe",1841
"http://fr.dbpedia.org/resource/Nikolaï_Krasnov","http://fr.dbpedia.org/resource/Russe",1864
"http://fr.dbpedia.org/resource/Norman_Foster_(architecte)","http://fr.dbpedia.org/resource/Royaume-Uni",1935
"http://fr.dbpedia.org/resource/Oiva_Kallio","http://fr.dbpedia.org/resource/Finlande",1884
"http://fr.dbpedia.org/resource/Olavi_Koponen","http://fr.dbpedia.org/resource/Finlande",1951
"http://fr.dbpedia.org/resource/Ole_Gripenberg","http://fr.dbpedia.org/resource/Finlande",1892
"http://fr.dbpedia.org/resource/Olivia_Chaumont","http://fr.dbpedia.org/resource/France",1950
"http://fr.dbpedia.org/resource/Olivier_Saguez","http://fr.dbpedia.org/resource/France",1954
"http://fr.dbpedia.org/resource/Olli_Kivinen","http://fr.dbpedia.org/resource/Finlande",1921
"http://fr.dbpedia.org/resource/Ong_Teng_Cheong","http://fr.dbpedia.org/resource/Singapour",1936
"http://fr.dbpedia.org/resource/Oscar_Bomanson","http://fr.dbpedia.org/resource/Finlande",1869
"http://fr.dbpedia.org/resource/Oscar_Niemeyer","http://fr.dbpedia.org/resource/Brésil",1907
"http://fr.dbpedia.org/resource/Osmo_Sipari","http://fr.dbpedia.org/resource/Finlande",1922
"http://fr.dbpedia.org/resource/Otello_Zavaroni","http://fr.dbpedia.org/resource/France",1910
"http://fr.dbpedia.org/resource/Otto_Eckmann","http://fr.dbpedia.org/resource/Allemagne",1865
"http://fr.dbpedia.org/resource/Otto_Paul_Burghardt","http://fr.dbpedia.org/resource/Allemagne",1875
"http://fr.dbpedia.org/resource/Otto_Wagner","http://fr.dbpedia.org/resource/Autriche",1841
"http://fr.dbpedia.org/resource/Paolo_Vaccari","http://fr.dbpedia.org/resource/Italie",1971
"http://fr.dbpedia.org/resource/Pascal_Coste","http://fr.dbpedia.org/resource/France",1787
"http://fr.dbpedia.org/resource/Pascal_Gay","http://fr.dbpedia.org/resource/France",1775
"http://fr.dbpedia.org/resource/Pascal_Haüsermann","http://fr.dbpedia.org/resource/Suisse",1936
"http://fr.dbpedia.org/resource/Paul-Olivier_Trépanier","http://fr.dbpedia.org/resource/Canada",1923
"http://fr.dbpedia.org/resource/Paul_Abadie_père","http://fr.dbpedia.org/resource/France",1783
"http://fr.dbpedia.org/resource/Paul_Bellemain","http://fr.dbpedia.org/resource/France",1886
"http://fr.dbpedia.org/resource/Paul_Depondt","http://fr.dbpedia.org/resource/France",1926
"http://fr.dbpedia.org/resource/Paul_Destombes","http://fr.dbpedia.org/resource/France",1850
"http://fr.dbpedia.org/resource/Paul_Dubufe","http://fr.dbpedia.org/resource/France",1842
"http://fr.dbpedia.org/resource/Paul_Due","http://fr.dbpedia.org/resource/Norvège",1835
"http://fr.dbpedia.org/resource/Paul_Giesler","http://fr.dbpedia.org/resource/Allemagne",1895
"http://fr.dbpedia.org/resource/Paul_Jaspar","http://fr.dbpedia.org/resource/Belgique",1859
"http://fr.dbpedia.org/resource/Paul_Lavenex","http://fr.dbpedia.org/resource/Suisse",1901
"http://fr.dbpedia.org/resource/Paul_Pascalon","http://fr.dbpedia.org/resource/France",1838
"http://fr.dbpedia.org/resource/Paul_Schneider-Esleben","http://fr.dbpedia.org/resource/Allemand",1915
"http://fr.dbpedia.org/resource/Paul_T._Frankl","http://fr.dbpedia.org/resource/États-Unis__",1886
"http://fr.dbpedia.org/resource/Paul_Vial","http://fr.dbpedia.org/resource/France",1847
"http://fr.dbpedia.org/resource/Per-Eric_Lindbergh","http://fr.dbpedia.org/resource/Suède",1959
"http://fr.dbpedia.org/resource/Pernille_Vermund","http://fr.dbpedia.org/resource/Danemark",1975
"http://fr.dbpedia.org/resource/Petar_Bajalović","http://fr.dbpedia.org/resource/Serbie",1876
"http://fr.dbpedia.org/resource/Peter_Behrens","http://fr.dbpedia.org/resource/Allemagne",1868
"http://fr.dbpedia.org/resource/Peter_Neufert","http://fr.dbpedia.org/resource/Allemagne",1925
"http://fr.dbpedia.org/resource/Peter_Vetsch","http://fr.dbpedia.org/resource/Suisse",1943
"http://fr.dbpedia.org/resource/Peter_von_Nobile","http://fr.dbpedia.org/resource/Autriche",1774
"http://fr.dbpedia.org/resource/Peter_von_Nobile","http://fr.dbpedia.org/resource/Autriche",1776
"http://fr.dbpedia.org/resource/Philip_Johnson","http://fr.dbpedia.org/resource/États-Unis",1906
"http://fr.dbpedia.org/resource/Philippe_Baucq","http://fr.dbpedia.org/resource/Belgique",1880
"http://fr.dbpedia.org/resource/Philippe_Chiambaretta","http://fr.dbpedia.org/resource/France",1963
"http://fr.dbpedia.org/resource/Philippe_Gallart","http://fr.dbpedia.org/resource/France",1962
"http://fr.dbpedia.org/resource/Philippe_Joye","http://fr.dbpedia.org/resource/Suisse",1941
"http://fr.dbpedia.org/resource/Philippe_Neerman","http://fr.dbpedia.org/resource/Belgique",1930
"http://fr.dbpedia.org/resource/Philippe_Panerai","http://fr.dbpedia.org/resource/France",1940
"http://fr.dbpedia.org/resource/Philippe_de_La_Hire","http://fr.dbpedia.org/resource/France",1640
"http://fr.dbpedia.org/resource/Pier_Paolo_Maggiora","http://fr.dbpedia.org/resource/Italie",1943
"http://fr.dbpedia.org/resource/Piero_Gherardi","http://fr.dbpedia.org/resource/Italie",1909
"http://fr.dbpedia.org/resource/Piero_Portaluppi","http://fr.dbpedia.org/resource/Italie",1888
"http://fr.dbpedia.org/resource/Pierre-Alexandre_Richard","http://fr.dbpedia.org/resource/France",1836
"http://fr.dbpedia.org/resource/Pierre-Bernard_Lefranc","http://fr.dbpedia.org/resource/France",1795
"http://fr.dbpedia.org/resource/Pierre-Charles_Gourlier","http://fr.dbpedia.org/resource/France",1786
"http://fr.dbpedia.org/resource/Pierre-Jean-Baptiste_Thiac","http://fr.dbpedia.org/resource/France",1762
"http://fr.dbpedia.org/resource/Pierre-Jules_Delespine","http://fr.dbpedia.org/resource/France",1756
"http://fr.dbpedia.org/resource/Pierre-Julien_Pascal","http://fr.dbpedia.org/resource/France",1812
"http://fr.dbpedia.org/resource/Pierre_Bondon","http://fr.dbpedia.org/resource/Avignon",1716
"http://fr.dbpedia.org/resource/Pierre_Bossan","http://fr.dbpedia.org/resource/France",1814
"http://fr.dbpedia.org/resource/Pierre_Coupel","http://fr.dbpedia.org/resource/France",1899
"http://fr.dbpedia.org/resource/Pierre_Ferret_(1877-1949)","http://fr.dbpedia.org/resource/France",1877
"http://fr.dbpedia.org/resource/Pierre_Foretay","http://fr.dbpedia.org/resource/Suisse",1922
"http://fr.dbpedia.org/resource/Pierre_Humblet","http://fr.dbpedia.org/resource/Belges_(nationalité)",1918
"http://fr.dbpedia.org/resource/Pierre_Jarlier","http://fr.dbpedia.org/resource/Nationalité_française",1954
"http://fr.dbpedia.org/resource/Pierre_Jeanneret","http://fr.dbpedia.org/resource/Suisse",1896
"http://fr.dbpedia.org/resource/Pierre_Lallemand","http://fr.dbpedia.org/resource/Belgique",1959
"http://fr.dbpedia.org/resource/Pierre_Manguin","http://fr.dbpedia.org/resource/France",1815
"http://fr.dbpedia.org/resource/Pierre_Puget","http://fr.dbpedia.org/resource/Royaume_de_France",1620
"http://fr.dbpedia.org/resource/Pierre_Puttemans","http://fr.dbpedia.org/resource/Belgique",1933
"http://fr.dbpedia.org/resource/Pierre_de_Cortone","http://fr.dbpedia.org/resource/Italie",1596
"http://fr.dbpedia.org/resource/Pieter_Coecke_van_Aelst","http://fr.dbpedia.org/resource/Pays-Bas_des_Habsbourg",1502
"http://fr.dbpedia.org/resource/Pietro_Paolo_Floriani","http://fr.dbpedia.org/resource/Italiens",1585
"http://fr.dbpedia.org/resource/Prilidiano_Pueyrredón","http://fr.dbpedia.org/resource/Argentine",1823
"http://fr.dbpedia.org/resource/Prosper-Édouard_Bissuel","http://fr.dbpedia.org/resource/France",1840
"http://fr.dbpedia.org/resource/Pío_García-Escudero","http://fr.dbpedia.org/resource/Espagne",1952
"http://fr.dbpedia.org/resource/Rafael_Blomstedt","http://fr.dbpedia.org/resource/Finlande",1885
"http://fr.dbpedia.org/resource/Rafael_Masó_i_Valentí","http://fr.dbpedia.org/resource/Espagne",1880
"http://fr.dbpedia.org/resource/Ragnar_Östberg","http://fr.dbpedia.org/resource/Suède",1866
"http://fr.dbpedia.org/resource/Raili_Pietilä","http://fr.dbpedia.org/resource/Finlande",1926
"http://fr.dbpedia.org/resource/Raimundo_Infante","http://fr.dbpedia.org/resource/Chili",1928
"http://fr.dbpedia.org/resource/Rainer_G._Rümmler","http://fr.dbpedia.org/resource/Allemagne",1929
"http://fr.dbpedia.org/resource/Rainer_Mahlamäki","http://fr.dbpedia.org/resource/Finlande",1956
"http://fr.dbpedia.org/resource/Randall_Duell","http://fr.dbpedia.org/resource/États-Unis",1903
"http://fr.dbpedia.org/resource/Raquel_Alonso","http://fr.dbpedia.org/resource/Espagne",1991
"http://fr.dbpedia.org/resource/Raymond_Cornon","http://fr.dbpedia.org/resource/France",1908
"http://fr.dbpedia.org/resource/Raymond_Lopez","http://fr.dbpedia.org/resource/France",1904
"http://fr.dbpedia.org/resource/Reg_Butler","http://fr.dbpedia.org/resource/Royaume-Uni",1913
"http://fr.dbpedia.org/resource/Reginald_Blomfield","http://fr.dbpedia.org/resource/Royaume-Uni",1856
"http://fr.dbpedia.org/resource/Reima_Pietilä","http://fr.dbpedia.org/resource/Finlande",1923
"http://fr.dbpedia.org/resource/Rem_Koolhaas","http://fr.dbpedia.org/resource/Pays-Bas",1944
"http://fr.dbpedia.org/resource/Renaud_Bardon","http://fr.dbpedia.org/resource/France",1942
"http://fr.dbpedia.org/resource/René_Binet_(architecte)","http://fr.dbpedia.org/resource/France",1866
"http://fr.dbpedia.org/resource/René_Guillaume","http://fr.dbpedia.org/resource/France",1885
"http://fr.dbpedia.org/resource/René_Ribollet","http://fr.dbpedia.org/resource/France",1848
"http://fr.dbpedia.org/resource/René_Richer","http://fr.dbpedia.org/resource/Canada",1887
"http://fr.dbpedia.org/resource/Renée_Gailhoustet","http://fr.dbpedia.org/resource/France",1929
"http://fr.dbpedia.org/resource/Ricardo_Bofill","http://fr.dbpedia.org/resource/Espagne",1939
"http://fr.dbpedia.org/resource/Richard-François_Bonfin","http://fr.dbpedia.org/resource/France",1730
"http://fr.dbpedia.org/resource/Richard_Jordan_(architecte)","http://fr.dbpedia.org/resource/Autriche",1847
"http://fr.dbpedia.org/resource/Richard_M._Upjohn","http://fr.dbpedia.org/resource/États-Unis",1828
"http://fr.dbpedia.org/resource/Richard_Meier","http://fr.dbpedia.org/resource/États-Unis",1934
"http://fr.dbpedia.org/resource/Richard_Pringiers","http://fr.dbpedia.org/resource/Belgique",1869
"http://fr.dbpedia.org/resource/Richard_Rogers","http://fr.dbpedia.org/resource/Royaume-Uni",1933
"http://fr.dbpedia.org/resource/Risto-Veikko_Luukkonen","http://fr.dbpedia.org/resource/Finlande",1902
"http://fr.dbpedia.org/resource/Robert_Amy","http://fr.dbpedia.org/resource/Français",1904
"http://fr.dbpedia.org/resource/Robert_Libman","http://fr.dbpedia.org/resource/Canada",1960
"http://fr.dbpedia.org/resource/Robert_Maillart","http://fr.dbpedia.org/resource/Suisse",1872
"http://fr.dbpedia.org/resource/Robert_Venturi","http://fr.dbpedia.org/resource/États-Unis",1925
"http://fr.dbpedia.org/resource/Rogatien_Le_Nail","http://fr.dbpedia.org/resource/France",1877
"http://fr.dbpedia.org/resource/Roger_Gonthier","http://fr.dbpedia.org/resource/France",1884
"http://fr.dbpedia.org/resource/Roger_Katan","http://fr.dbpedia.org/resource/France",1931
"http://fr.dbpedia.org/resource/Roger_Souchère","http://fr.dbpedia.org/resource/France",1899
"http://fr.dbpedia.org/resource/Roland_Castro_(architecte)","http://fr.dbpedia.org/resource/Nationalité_française",1940
"http://fr.dbpedia.org/resource/Rolf_Jährling","http://fr.dbpedia.org/resource/Allemagne",1913
"http://fr.dbpedia.org/resource/Ruairi_Quinn","http://fr.dbpedia.org/resource/Irlande_(pays)",1946
"http://fr.dbpedia.org/resource/Régine_Charvet_Pello","http://fr.dbpedia.org/resource/France",1957
"http://fr.dbpedia.org/resource/Salomon_Köhlström","http://fr.dbpedia.org/resource/Finlande",1746
"http://fr.dbpedia.org/resource/Sarah_Winchester","http://fr.dbpedia.org/resource/États-Unis",1839
"http://fr.dbpedia.org/resource/Saul_Steinberg","http://fr.dbpedia.org/resource/Roumanie",1914
"http://fr.dbpedia.org/resource/Sebastiano_Serlio","http://fr.dbpedia.org/resource/Italie",1475
"http://fr.dbpedia.org/resource/Selim_Arvid_Lindqvist","http://fr.dbpedia.org/resource/Finlande",1867
"http://fr.dbpedia.org/resource/Semiray_Ahmedova","http://fr.dbpedia.org/resource/Luxembourg",1981
"http://fr.dbpedia.org/resource/Sepp_Rothauer","http://fr.dbpedia.org/resource/Autriche",1916
"http://fr.dbpedia.org/resource/Shigeru_Ban","http://fr.dbpedia.org/resource/Japon",1957
"http://fr.dbpedia.org/resource/Sidney_Dunnett","http://fr.dbpedia.org/resource/France",1837
"http://fr.dbpedia.org/resource/Sigurd_Lewerentz","http://fr.dbpedia.org/resource/Suède",1885
"http://fr.dbpedia.org/resource/Sigurd_Wallén","http://fr.dbpedia.org/resource/Suède",1884
"http://fr.dbpedia.org/resource/Siiri_Vallner","http://fr.dbpedia.org/resource/Estonie",1972
"http://fr.dbpedia.org/resource/Simo_Paavilainen","http://fr.dbpedia.org/resource/Finlande",1944
"http://fr.dbpedia.org/resource/Simon_Silvén","http://fr.dbpedia.org/resource/Finlande",1747
"http://fr.dbpedia.org/resource/Simon_Ungers","http://fr.dbpedia.org/resource/Allemagne",1957
"http://fr.dbpedia.org/resource/Sixto_Durán-Ballén","http://fr.dbpedia.org/resource/Équateur_(pays)",1921
"http://fr.dbpedia.org/resource/Sophie_Taeuber-Arp","http://fr.dbpedia.org/resource/France",1889
"http://fr.dbpedia.org/resource/Sophie_Taeuber-Arp","http://fr.dbpedia.org/resource/Suisse",1889
"http://fr.dbpedia.org/resource/Stanisław_Jankowski","http://fr.dbpedia.org/resource/Pologne",1911
"http://fr.dbpedia.org/resource/Stanisław_Wyspiański","http://fr.dbpedia.org/resource/Pologne",1869
"http://fr.dbpedia.org/resource/Stepan_Riabtchenko","http://fr.dbpedia.org/resource/Ukraine",1987
"http://fr.dbpedia.org/resource/Stephen_Gilbert","http://fr.dbpedia.org/resource/Royaume-Uni_",1910
"http://fr.dbpedia.org/resource/Steven_Holl","http://fr.dbpedia.org/resource/États-Unis",1947
"http://fr.dbpedia.org/resource/Sunay_Erdem","http://fr.dbpedia.org/resource/Turquie",1971
"http://fr.dbpedia.org/resource/Sven_Markelius","http://fr.dbpedia.org/resource/Suède",1889
"http://fr.dbpedia.org/resource/Sverre_Fehn","http://fr.dbpedia.org/resource/Norvège",1924
"http://fr.dbpedia.org/resource/Svetla_Otzetova","http://fr.dbpedia.org/resource/Bulgarie",1950
"http://fr.dbpedia.org/resource/Sylvain_Lhermitte","http://fr.dbpedia.org/resource/Français",1953
"http://fr.dbpedia.org/resource/Sylwester_Chruszcz","http://fr.dbpedia.org/resource/Pologne",1972
"http://fr.dbpedia.org/resource/Sándor_Tarics","http://fr.dbpedia.org/resource/Hongrie",1913
"http://fr.dbpedia.org/resource/Sébastien-Bernard_Seitz","http://fr.dbpedia.org/resource/France",1797
"http://fr.dbpedia.org/resource/Sébastien-Marcel_Biasini","http://fr.dbpedia.org/resource/France",1841
"http://fr.dbpedia.org/resource/Sébastien_Le_Prestre_de_Vauban","http://fr.dbpedia.org/resource/Royaume_de_France",1633
"http://fr.dbpedia.org/resource/Ted_Baillieu","http://fr.dbpedia.org/resource/Australie",1953
"http://fr.dbpedia.org/resource/Theanó_Fotíou","http://fr.dbpedia.org/resource/Grèce",1946
"http://fr.dbpedia.org/resource/Theo_van_Doesburg","http://fr.dbpedia.org/resource/Pays-Bas",1883
"http://fr.dbpedia.org/resource/Theodor_Decker","http://fr.dbpedia.org/resource/Finlande",1838
"http://fr.dbpedia.org/resource/Theodor_Granstedt","http://fr.dbpedia.org/resource/Finlande",1842
"http://fr.dbpedia.org/resource/Theodor_Höijer","http://fr.dbpedia.org/resource/Finlande",1843
"http://fr.dbpedia.org/resource/Thierry_Melot","http://fr.dbpedia.org/resource/France",1945
"http://fr.dbpedia.org/resource/Thom_Mayne","http://fr.dbpedia.org/resource/États-Unis",1944
"http://fr.dbpedia.org/resource/Thomas_Brassey","http://fr.dbpedia.org/resource/Royaume-Uni",1805
"http://fr.dbpedia.org/resource/Thomas_Jefferson","http://fr.dbpedia.org/resource/États-Unis",1743
"http://fr.dbpedia.org/resource/Thomas_Walter_(architecte)","http://fr.dbpedia.org/resource/États-Unis",1804
"http://fr.dbpedia.org/resource/Théodore_Ballu","http://fr.dbpedia.org/resource/France",1817
"http://fr.dbpedia.org/resource/Théodore_Eberhard","http://fr.dbpedia.org/resource/Luxembourg",1812
"http://fr.dbpedia.org/resource/Théophile_Bourgeois","http://fr.dbpedia.org/resource/France",1858
"http://fr.dbpedia.org/resource/Timo_Penttilä","http://fr.dbpedia.org/resource/Finlande",1931
"http://fr.dbpedia.org/resource/Timo_Suomalainen","http://fr.dbpedia.org/resource/Finlande",1928
"http://fr.dbpedia.org/resource/Toma_Rosandić","http://fr.dbpedia.org/resource/Yougoslaves",1878
"http://fr.dbpedia.org/resource/Toma_T._Socolescu","http://fr.dbpedia.org/resource/Roumanie",1883
"http://fr.dbpedia.org/resource/Tomás_Saraceno","http://fr.dbpedia.org/resource/Argentine",1973
"http://fr.dbpedia.org/resource/Tony_Ferret","http://fr.dbpedia.org/resource/France",1850
"http://fr.dbpedia.org/resource/Tony_Smith_(sculpteur)","http://fr.dbpedia.org/resource/États-Unis",1912
"http://fr.dbpedia.org/resource/Torben_Grut","http://fr.dbpedia.org/resource/Suède",1871
